section,panel,key,value,unit,description,source
metadata,,group,Group4,,record identity,process_record
metadata,,record_id,RSN8130M_1_0_31,,record identity,process_record
metadata,,filename,RSN8130M_1_0_31.txt,,record identity,process_record
metadata,,fs_Hz,256.01638504860176,Hz,estimated sampling frequency,estimate_fs
metadata,A,Acceleration_col,AccX[g],,source acceleration column,infer_acc_column
window,A/C/E,qsm_local_window_start_s,11.789063,s,local frequency extraction window start,local_window_mask
window,A/C/E,qsm_local_window_end_s,19.789063,s,local frequency extraction window end,local_window_mask
window,G/H,packet_window_sec,1.0,s,moving packet integration window,moving_abs_integral
window,B/D/F/J,fft_peak_band_low_Hz,0.05,Hz,frequency group extraction lower bound,fft_peak_group
window,B/D/F/J,fft_peak_band_high_Hz,20.0,Hz,frequency group extraction upper bound,fft_peak_group
window,B/D/F/J,fft_top_n,8,count,maximum peaks kept in each frequency group,fft_peak_group
effective_frequency,B/D/F/J,Teff_s,3.7,s,effective isolation period,constant TEFF_SEC
effective_frequency,B/D/F/J,f_eff_Hz,0.27027027027027023,Hz,effective isolation frequency = 1/Teff,constant TEFF_SEC
effective_frequency,B/D/F/J,0.5f_eff,0.13513513513513511,Hz,vertical reference line 0.5f_eff,draw_effective_frequency_lines
effective_frequency,B/D/F/J,1f_eff,0.27027027027027023,Hz,vertical reference line 1f_eff,draw_effective_frequency_lines
effective_frequency,B/D/F/J,2f_eff,0.5405405405405405,Hz,vertical reference line 2f_eff,draw_effective_frequency_lines
effective_frequency,B/D/F/J,3f_eff,0.8108108108108107,Hz,vertical reference line 3f_eff,draw_effective_frequency_lines
effective_frequency,B/D/F/J,4f_eff,1.081081081081081,Hz,vertical reference line 4f_eff,draw_effective_frequency_lines
signal_peak,A,Acceleration_peak_abs_g,0.31198058,g,absolute input acceleration peak,process_record
signal_peak,C,Velocity_peak_abs_mps,0.32348766467803736,m/s,absolute input velocity peak,process_record
power_peak,E,QSM_PowerFlow_peak_abs_W_per_kg,0.4521489202984509,W/kg,absolute input-side QSM Power peak,process_record
packet,G,QSM_PowerFlow_abs_packet_1s_peak_J_per_kg,0.16422614140282266,J/kg,peak 1s input-side QSM Power packet,process_record
