section,panel,key,value,unit,description,source
metadata,,group,Group4,,record identity,process_record
metadata,,record_id,RSN3317M_1_0_31,,record identity,process_record
metadata,,filename,RSN3317M_1_0_31.txt,,record identity,process_record
metadata,,fs_Hz,256.01638504860176,Hz,estimated sampling frequency,estimate_fs
metadata,A,Acceleration_col,AccX[g],,source acceleration column,infer_acc_column
window,A/C/E,qsm_local_window_start_s,62.136719,s,local frequency extraction window start,local_window_mask
window,A/C/E,qsm_local_window_end_s,70.136719,s,local frequency extraction window end,local_window_mask
window,G/H,packet_window_sec,1.0,s,moving packet integration window,moving_abs_integral
window,B/D/F/J,fft_peak_band_low_Hz,0.05,Hz,frequency group extraction lower bound,fft_peak_group
window,B/D/F/J,fft_peak_band_high_Hz,20.0,Hz,frequency group extraction upper bound,fft_peak_group
window,B/D/F/J,fft_top_n,8,count,maximum peaks kept in each frequency group,fft_peak_group
effective_frequency,B/D/F/J,Teff_s,3.7,s,effective isolation period,constant TEFF_SEC
effective_frequency,B/D/F/J,f_eff_Hz,0.27027027027027023,Hz,effective isolation frequency = 1/Teff,constant TEFF_SEC
effective_frequency,B/D/F/J,0.5f_eff,0.13513513513513511,Hz,vertical reference line 0.5f_eff,draw_effective_frequency_lines
effective_frequency,B/D/F/J,1f_eff,0.27027027027027023,Hz,vertical reference line 1f_eff,draw_effective_frequency_lines
effective_frequency,B/D/F/J,2f_eff,0.5405405405405405,Hz,vertical reference line 2f_eff,draw_effective_frequency_lines
effective_frequency,B/D/F/J,3f_eff,0.8108108108108107,Hz,vertical reference line 3f_eff,draw_effective_frequency_lines
effective_frequency,B/D/F/J,4f_eff,1.081081081081081,Hz,vertical reference line 4f_eff,draw_effective_frequency_lines
signal_peak,A,Acceleration_peak_abs_g,0.22897418,g,absolute input acceleration peak,process_record
signal_peak,C,Velocity_peak_abs_mps,0.38927284694318837,m/s,absolute input velocity peak,process_record
power_peak,E,QSM_PowerFlow_peak_abs_W_per_kg,0.2550170147452702,W/kg,absolute input-side QSM Power peak,process_record
packet,G,QSM_PowerFlow_abs_packet_1s_peak_J_per_kg,0.14145658755400192,J/kg,peak 1s input-side QSM Power packet,process_record
timing,G,QSM_PowerFlow_abs_packet_1s_peak_time_s,66.136719,s,QSM packet peak time,process_record
timing,G,QSM_PowerFlow_packet_to_Iso_peak_lag_s,-12.945312999999999,s,IsoDisp peak time minus QSM packet peak time,process_record
interface,H,Interface_power_peak_abs_kW,12.620367541146306,kW,absolute interface Power peak,process_record
interface,H,Interface_power_packet_1s_peak_kJ,7.494704009308354,kJ,peak 1s measured interface Power/Work packet,process_record
timing,H,Interface_power_packet_1s_peak_time_s,66.078125,s,interface packet peak time,process_record
timing,H,Interface_packet_to_Iso_peak_lag_s,-12.886719,s,IsoDisp peak time minus interface packet peak time,process_record
interface,H,Interface_abs_work_kJ,85.75353261628686,kJ,accumulated absolute interface Work,process_record
response,I,IsoDisp_peak_abs_mm,179.256011875,mm,measured upper-lower displacement peak,process_record
response,I,IsoDisp_peak_time_s,53.191406,s,time of measured upper-lower displacement peak,process_record
input_displacement,A/C,Measured_input_disp_peak_abs_mm,183.45131395,mm,measured input displacement peak from shaking table file if available,process_record
input_displacement,C,CalcDisp_from_velocity_peak_abs_mm,203.89882806435116,mm,velocity-integrated input displacement peak,process_record
frequency_group,B,Acceleration_frequency_group_Hz,0.500;1.125;0.875,Hz,local acceleration frequency group,fft_peak_group
frequency_peak,B,Acceleration_peak1_freq_Hz,0.4997879649557868,Hz,local acceleration frequency group: peak 1 frequency,fft_peak_group
frequency_peak,B,Acceleration_peak1_period_s,2.000848500000323,s,local acceleration frequency group: peak 1 period,fft_peak_group
frequency_peak,B,Acceleration_peak1_rel_amp,1.0,0-1,local acceleration frequency group: peak 1 relative amplitude,fft_peak_group
frequency_peak,B,Acceleration_peak2_freq_Hz,1.1245229211505203,Hz,local acceleration frequency group: peak 2 frequency,fft_peak_group
