section,panel,key,value,unit,description,source
metadata,,group,Group2,,record identity,process_record
metadata,,record_id,RSN3317_1_0_21,,record identity,process_record
metadata,,filename,RSN3317_1_0_21.txt,,record identity,process_record
metadata,,fs_Hz,256.01638504860176,Hz,estimated sampling frequency,estimate_fs
metadata,A,Acceleration_col,AccX[g],,source acceleration column,infer_acc_column
window,A/C/E,qsm_local_window_start_s,29.457031,s,local frequency extraction window start,local_window_mask
window,A/C/E,qsm_local_window_end_s,37.457031,s,local frequency extraction window end,local_window_mask
window,G/H,packet_window_sec,1.0,s,moving packet integration window,moving_abs_integral
window,B/D/F/J,fft_peak_band_low_Hz,0.05,Hz,frequency group extraction lower bound,fft_peak_group
window,B/D/F/J,fft_peak_band_high_Hz,20.0,Hz,frequency group extraction upper bound,fft_peak_group
window,B/D/F/J,fft_top_n,8,count,maximum peaks kept in each frequency group,fft_peak_group
effective_frequency,B/D/F/J,Teff_s,3.7,s,effective isolation period,constant TEFF_SEC
effective_frequency,B/D/F/J,f_eff_Hz,0.27027027027027023,Hz,effective isolation frequency = 1/Teff,constant TEFF_SEC
effective_frequency,B/D/F/J,0.5f_eff,0.13513513513513511,Hz,vertical reference line 0.5f_eff,draw_effective_frequency_lines
effective_frequency,B/D/F/J,1f_eff,0.27027027027027023,Hz,vertical reference line 1f_eff,draw_effective_frequency_lines
effective_frequency,B/D/F/J,2f_eff,0.5405405405405405,Hz,vertical reference line 2f_eff,draw_effective_frequency_lines
effective_frequency,B/D/F/J,3f_eff,0.8108108108108107,Hz,vertical reference line 3f_eff,draw_effective_frequency_lines
effective_frequency,B/D/F/J,4f_eff,1.081081081081081,Hz,vertical reference line 4f_eff,draw_effective_frequency_lines
signal_peak,A,Acceleration_peak_abs_g,0.21931845,g,absolute input acceleration peak,process_record
signal_peak,C,Velocity_peak_abs_mps,0.5465877509243338,m/s,absolute input velocity peak,process_record
power_peak,E,QSM_PowerFlow_peak_abs_W_per_kg,0.5967552522785318,W/kg,absolute input-side QSM Power peak,process_record
packet,G,QSM_PowerFlow_abs_packet_1s_peak_J_per_kg,0.2979783867588336,J/kg,peak 1s input-side QSM Power packet,process_record
timing,G,QSM_PowerFlow_abs_packet_1s_peak_time_s,33.457031,s,QSM packet peak time,process_record
timing,G,QSM_PowerFlow_packet_to_Iso_peak_lag_s,0.9023439999999994,s,IsoDisp peak time minus QSM packet peak time,process_record
interface,H,Interface_power_peak_abs_kW,22.901710904612347,kW,absolute interface Power peak,process_record
interface,H,Interface_power_packet_1s_peak_kJ,10.467743705377078,kJ,peak 1s measured interface Power/Work packet,process_record
timing,H,Interface_power_packet_1s_peak_time_s,33.324219,s,interface packet peak time,process_record
timing,H,Interface_packet_to_Iso_peak_lag_s,1.0351560000000006,s,IsoDisp peak time minus interface packet peak time,process_record
interface,H,Interface_abs_work_kJ,46.1659108026055,kJ,accumulated absolute interface Work,process_record
response,I,IsoDisp_peak_abs_mm,190.51264266700002,mm,measured upper-lower displacement peak,process_record
response,I,IsoDisp_peak_time_s,34.359375,s,time of measured upper-lower displacement peak,process_record
input_displacement,A/C,Measured_input_disp_peak_abs_mm,200.46527162,mm,measured input displacement peak from shaking table file if available,process_record
input_displacement,C,CalcDisp_from_velocity_peak_abs_mm,245.31813437184698,mm,velocity-integrated input displacement peak,process_record
frequency_group,B,Acceleration_frequency_group_Hz,0.500;1.125;3.124;2.124;2.499;1.874;1.624;3.623,Hz,local acceleration frequency group,fft_peak_group
frequency_peak,B,Acceleration_peak1_freq_Hz,0.4997879649557868,Hz,local acceleration frequency group: peak 1 frequency,fft_peak_group
frequency_peak,B,Acceleration_peak1_period_s,2.000848500000323,s,local acceleration frequency group: peak 1 period,fft_peak_group
frequency_peak,B,Acceleration_peak1_rel_amp,1.0,0-1,local acceleration frequency group: peak 1 relative amplitude,fft_peak_group
frequency_peak,B,Acceleration_peak2_freq_Hz,1.1245229211505203,Hz,local acceleration frequency group: peak 2 frequency,fft_peak_group
frequency_peak,B,Acceleration_peak2_period_s,0.8892660000001436,s,local acceleration frequency group: peak 2 period,fft_peak_group
frequency_peak,B,Acceleration_peak2_rel_amp,0.29503074515415967,0-1,local acceleration frequency group: peak 2 relative amplitude,fft_peak_group
frequency_peak,B,Acceleration_peak3_freq_Hz,3.1236747809736674,Hz,local acceleration frequency group: peak 3 frequency,fft_peak_group
frequency_peak,B,Acceleration_peak3_period_s,0.3201357600000517,s,local acceleration frequency group: peak 3 period,fft_peak_group
frequency_peak,B,Acceleration_peak3_rel_amp,0.14724386360947145,0-1,local acceleration frequency group: peak 3 relative amplitude,fft_peak_group
frequency_peak,B,Acceleration_peak4_freq_Hz,2.1240988510620937,Hz,local acceleration frequency group: peak 4 frequency,fft_peak_group
frequency_peak,B,Acceleration_peak4_period_s,0.4707878823530172,s,local acceleration frequency group: peak 4 period,fft_peak_group
frequency_peak,B,Acceleration_peak4_rel_amp,0.12072614629945812,0-1,local acceleration frequency group: peak 4 relative amplitude,fft_peak_group
frequency_peak,B,Acceleration_peak5_freq_Hz,2.498939824778934,Hz,local acceleration frequency group: peak 5 frequency,fft_peak_group
frequency_peak,B,Acceleration_peak5_period_s,0.4001697000000646,s,local acceleration frequency group: peak 5 period,fft_peak_group
frequency_peak,B,Acceleration_peak5_rel_amp,0.11918953249341889,0-1,local acceleration frequency group: peak 5 relative amplitude,fft_peak_group
frequency_peak,B,Acceleration_peak6_freq_Hz,1.8742048685842005,Hz,local acceleration frequency group: peak 6 frequency,fft_peak_group
frequency_peak,B,Acceleration_peak6_period_s,0.5335596000000861,s,local acceleration frequency group: peak 6 period,fft_peak_group
frequency_peak,B,Acceleration_peak6_rel_amp,0.10160091270900909,0-1,local acceleration frequency group: peak 6 relative amplitude,fft_peak_group
frequency_peak,B,Acceleration_peak7_freq_Hz,1.6243108861063071,Hz,local acceleration frequency group: peak 7 frequency,fft_peak_group
frequency_peak,B,Acceleration_peak7_period_s,0.6156456923077916,s,local acceleration frequency group: peak 7 period,fft_peak_group
frequency_peak,B,Acceleration_peak7_rel_amp,0.09473440622134087,0-1,local acceleration frequency group: peak 7 relative amplitude,fft_peak_group
frequency_peak,B,Acceleration_peak8_freq_Hz,3.623462745929454,Hz,local acceleration frequency group: peak 8 frequency,fft_peak_group
frequency_peak,B,Acceleration_peak8_period_s,0.27597910344832044,s,local acceleration frequency group: peak 8 period,fft_peak_group
frequency_peak,B,Acceleration_peak8_rel_amp,0.09269510041417287,0-1,local acceleration frequency group: peak 8 relative amplitude,fft_peak_group
frequency_group,D,Velocity_frequency_group_Hz,0.375;1.125,Hz,local velocity frequency group,fft_peak_group
frequency_peak,D,Velocity_peak1_freq_Hz,0.3748409737168401,Hz,local velocity frequency group: peak 1 frequency,fft_peak_group
frequency_peak,D,Velocity_peak1_period_s,2.6677980000004307,s,local velocity frequency group: peak 1 period,fft_peak_group
frequency_peak,D,Velocity_peak1_rel_amp,1.0,0-1,local velocity frequency group: peak 1 relative amplitude,fft_peak_group
frequency_peak,D,Velocity_peak2_freq_Hz,1.1245229211505203,Hz,local velocity frequency group: peak 2 frequency,fft_peak_group
frequency_peak,D,Velocity_peak2_period_s,0.8892660000001436,s,local velocity frequency group: peak 2 period,fft_peak_group
