section,panel,key,value,unit,description,source
metadata,,group,Group2,,record identity,process_record
metadata,,record_id,RSN1165_1_0_21,,record identity,process_record
metadata,,filename,RSN1165_1_0_21.txt,,record identity,process_record
metadata,,fs_Hz,256.01638504860176,Hz,estimated sampling frequency,estimate_fs
metadata,A,Acceleration_col,AccX[g],,source acceleration column,infer_acc_column
window,A/C/E,qsm_local_window_start_s,1.453125,s,local frequency extraction window start,local_window_mask
window,A/C/E,qsm_local_window_end_s,9.453125,s,local frequency extraction window end,local_window_mask
window,G/H,packet_window_sec,1.0,s,moving packet integration window,moving_abs_integral
window,B/D/F/J,fft_peak_band_low_Hz,0.05,Hz,frequency group extraction lower bound,fft_peak_group
window,B/D/F/J,fft_peak_band_high_Hz,20.0,Hz,frequency group extraction upper bound,fft_peak_group
window,B/D/F/J,fft_top_n,8,count,maximum peaks kept in each frequency group,fft_peak_group
effective_frequency,B/D/F/J,Teff_s,3.7,s,effective isolation period,constant TEFF_SEC
effective_frequency,B/D/F/J,f_eff_Hz,0.27027027027027023,Hz,effective isolation frequency = 1/Teff,constant TEFF_SEC
effective_frequency,B/D/F/J,0.5f_eff,0.13513513513513511,Hz,vertical reference line 0.5f_eff,draw_effective_frequency_lines
effective_frequency,B/D/F/J,1f_eff,0.27027027027027023,Hz,vertical reference line 1f_eff,draw_effective_frequency_lines
effective_frequency,B/D/F/J,2f_eff,0.5405405405405405,Hz,vertical reference line 2f_eff,draw_effective_frequency_lines
effective_frequency,B/D/F/J,3f_eff,0.8108108108108107,Hz,vertical reference line 3f_eff,draw_effective_frequency_lines
effective_frequency,B/D/F/J,4f_eff,1.081081081081081,Hz,vertical reference line 4f_eff,draw_effective_frequency_lines
signal_peak,A,Acceleration_peak_abs_g,0.42826745,g,absolute input acceleration peak,process_record
signal_peak,C,Velocity_peak_abs_mps,0.9898159427838413,m/s,absolute input velocity peak,process_record
power_peak,E,QSM_PowerFlow_peak_abs_W_per_kg,2.004314814314987,W/kg,absolute input-side QSM Power peak,process_record
packet,G,QSM_PowerFlow_abs_packet_1s_peak_J_per_kg,0.7091498719134957,J/kg,peak 1s input-side QSM Power packet,process_record
timing,G,QSM_PowerFlow_abs_packet_1s_peak_time_s,5.453125,s,QSM packet peak time,process_record
timing,G,QSM_PowerFlow_packet_to_Iso_peak_lag_s,-2.09375,s,IsoDisp peak time minus QSM packet peak time,process_record
interface,H,Interface_power_peak_abs_kW,31.52749553289358,kW,absolute interface Power peak,process_record
interface,H,Interface_power_packet_1s_peak_kJ,15.257101667381445,kJ,peak 1s measured interface Power/Work packet,process_record
timing,H,Interface_power_packet_1s_peak_time_s,1.578125,s,interface packet peak time,process_record
timing,H,Interface_packet_to_Iso_peak_lag_s,1.78125,s,IsoDisp peak time minus interface packet peak time,process_record
interface,H,Interface_abs_work_kJ,29.197446992309963,kJ,accumulated absolute interface Work,process_record
response,I,IsoDisp_peak_abs_mm,454.16143,mm,measured upper-lower displacement peak,process_record
response,I,IsoDisp_peak_time_s,3.359375,s,time of measured upper-lower displacement peak,process_record
input_displacement,A/C,Measured_input_disp_peak_abs_mm,471.09635000000003,mm,measured input displacement peak from shaking table file if available,process_record
input_displacement,C,CalcDisp_from_velocity_peak_abs_mm,3815.307927086974,mm,velocity-integrated input displacement peak,process_record
frequency_group,B,Acceleration_frequency_group_Hz,3.249;1.624;4.373;1.125;2.624;2.249;0.500;0.250,Hz,local acceleration frequency group,fft_peak_group
frequency_peak,B,Acceleration_peak1_freq_Hz,3.2486217722126143,Hz,local acceleration frequency group: peak 1 frequency,fft_peak_group
